URN,LA (name),LA (code),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (name),EstablishmentStatus (name),OpenDate,CloseDate,PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (name),NurseryProvision (name),OfficialSixthForm (name),Gender (name),ReligiousCharacter (name),ReligiousEthos (name),Diocese (name),AdmissionsPolicy (name),TrustSchoolFlag (name),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (name),UKPRN,FurtherEducationType (name),Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,Rand
137366,Cornwall,908,2742,Wadebridge Primary Academy,Academy converter,Open,01/09/2011,,Primary,3,11,No boarders,Has Nursery Classes,Not applicable,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Supported by a multi-academy trust,Bridge Multi-Academy Trust,-,,Not applicable,,10035090,Not applicable,Gonvena Hill,,,Wadebridge,Cornwall,PL27 6BL,www.wadebridgeprimary.co.uk,1208814560,,Adrian,Massey,13
140098,Hampshire,850,3365,Milford-on-Sea Church of England Primary School,Academy converter,Open,01/09/2013,,Primary,4,11,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Church of England,Does not apply,Diocese of Winchester,Not applicable,Supported by a single-academy trust,Bridge Multi-Academy Trust,-,,Not applicable,,10042659,Not applicable,Lymington Road,Milford-on-Sea,,Lymington,Hampshire,SO41 0RF,http://www.mosps.co.uk,1590642945,Mr,Ben,Willis,62
141871,Kent,886,2060,Beaver Green Primary School,Academy sponsor led,Open,01/04/2015,,Primary,3,11,No boarders,Has Nursery Classes,Does not have a sixth form,Mixed,Does not apply,None,Not applicable,Not applicable,Supported by a multi-academy trust,Bridge Multi-Academy Trust,Linked to a sponsor,Swale Academies Trust,Not applicable,,10049033,Not applicable,Cuckoo Lane,,,Ashford,Kent,TN23 5DA,www.beaver-green.kent.sch.uk,1233621989,Mrs,Catherine,Hylands,50
139610,Walsall,335,3805,Edgar Stammers Primary Academy,Academy converter,Open,01/07/2013,,Primary,3,11,No boarders,Has Nursery Classes,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Supported by a multi-academy trust,Bridge Multi-Academy Trust,-,,Not applicable,,10042174,Not applicable,Harden Road,Coalpool,,Walsall,West Midlands,WS3 1RQ,www.edgarstammers.walsall.sch.uk/,1922471390,Mrs,T,Bunn,77
138362,Darlington,841,2656,Gurney Pease Academy,Academy converter,Open,01/07/2012,,Primary,3,11,No boarders,Has Nursery Classes,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Supported by a multi-academy trust,Bridge Multi-Academy Trust,-,,Not applicable,,10037788,Not applicable,Dodsworth Street,,,Darlington,County Durham,DL1 2NG,www.educationvillage.org.uk/,1325380790,,Mike,Butler,60
141765,Essex,881,7045,Castledon School,Academy special converter,Open,01/03/2015,,Not applicable,5,19,No boarders,No Nursery Classes,Has a sixth form,Mixed,Does not apply,None,Not applicable,Not applicable,Supported by a single-academy trust,Bridge Multi-Academy Trust,-,,Not applicable,,10048921,Not applicable,Bromfords Drive,,,Wickford,Essex,SS12 0PW,http://www.castledon.essex.sch.uk,1268761252,Mrs,Philippa,Holliday,99
143322,Sandwell,333,3407,Summerhill Primary Academy,Academy converter,Open,01/12/2017,,Primary,3,11,No boarders,Has Nursery Classes,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Supported by a multi-academy trust,Bridge Multi-Academy Trust,-,,Not applicable,,10057732,Not applicable,Upper Church Lane,,,Tipton,West Midlands,DY4 9PF,www.summerhill.sandwell.sch.uk/,1215573282,Ms,Kerry,Rochester,76
136560,Central Bedfordshire,823,4117,Woodland Middle School Academy,Academy converter,Open,01/04/2011,,Middle deemed secondary,9,13,No boarders,Not applicable,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Non-selective,Supported by a single-academy trust,Bridge Multi-Academy Trust,-,,Not applicable,,10033273,Not applicable,Malham Close,Flitwick,,Bedford,Bedfordshire,MK45 1NP,http://www.woodlandacademy.co.uk/,1525750400,Mr,Jeff,Conquest,9
143249,Leicestershire,855,2088,Seagrave Village Primary School,Academy converter,Open,01/09/2016,,Primary,4,11,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Supported by a multi-academy trust,Bridge Multi-Academy Trust,-,,Not applicable,,10057813,Not applicable,Green Lane,Seagrave,,Loughborough,Leicestershire,LE12 7LU,www.seagravevillageprimaryschool.co.uk/,1509812486,Mrs,Maxine,Chafer,7
140788,Newcastle upon Tyne,391,2890,Thomas Walling Primary Academy,Academy converter,Open,01/04/2014,,Primary,2,11,No boarders,Has Nursery Classes,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Supported by a multi-academy trust,Bridge Multi-Academy Trust,Linked to a sponsor,The Laidlaw Schools Trust,Not applicable,,10045608,Not applicable,Lindfield Avenue,Blakelaw,,Newcastle-upon-Tyne,Tyne and Wear,NE5 3PL,www.thomaswallingacademy.com,1912860333,Mrs,Liz,Greensides,98
141628,Kent,886,4633,Ursuline College,Academy converter,Open,01/01/2015,,Secondary,11,18,Not applicable,Not applicable,Has a sixth form,Mixed,Roman Catholic,Does not apply,Archdiocese of Southwark,Comprehensive (secondary),Supported by a multi-academy trust,Bridge Multi-Academy Trust,Linked to a sponsor,Kent Catholic Schools' Partnership,Not applicable,,10048333,Not applicable,225 Canterbury Road,,,Westgate-on-Sea,Kent,CT8 8LX,http://www.ursuline.kent.sch.uk/,1843834431,Mr,Stephen,Adamson,32
141325,Dudley,332,4000,The Crestwood School,Academy sponsor led,Open,01/03/2015,,Secondary,11,16,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Does not apply,None,Not applicable,Comprehensive (secondary),Supported by a multi-academy trust,Bridge Multi-Academy Trust,Linked to a sponsor,Invictus Education Trust,Not applicable,,10047444,Not applicable,Bromley Lane,Kingswinford,,Dudley,West Midlands,DY6 8QG,http://www.crestwoodschool.co.uk,1384686850,,Tony,Bowles,54
135971,Solihull,334,6906,Park Hall Academy,Academy sponsor led,Open,01/09/2009,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,Does not apply,None,Not applicable,Comprehensive (secondary),Supported by a multi-academy trust,Bridge Multi-Academy Trust,Linked to a sponsor,Arden Multi Academy Trust,Not applicable,,10027835,Not applicable,Water Orton Road,Castle Bromwich,,Birmingham,West Midlands,B36 9HF,http://www.parkhallschool.org.uk/,1217480400,Mr,Damian,Burgess,74
144273,Newcastle upon Tyne,391,2880,Walkergate Community School,Academy converter,Open,01/04/2017,,Primary,2,11,No boarders,Has Nursery Classes,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Supported by a multi-academy trust,Bridge Multi-Academy Trust,-,,Not applicable,,10063501,Not applicable,Sutton Street,Walkergate,,Newcastle-upon-Tyne,Tyne and Wear,NE6 4SD,www.walkergate.newcastle.sch.uk,1912655737,,Deborah,Bailey,7
136570,Kent,886,5449,Queen Elizabeth's Grammar School,Academy converter,Open,01/04/2011,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,None,Does not apply,Not applicable,Selective (grammar),Supported by a multi-academy trust,Bridge Multi-Academy Trust,-,,Not applicable,,10033266,Not applicable,Abbey Place,,,Faversham,Kent,ME13 7BQ,http://www.queenelizabeths.kent.sch.uk,1795533132,Mr,David,Anderson,19
137740,Windsor and Maidenhead,868,4055,Furze Platt Senior School,Academy converter,Open,01/12/2011,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Comprehensive (secondary),Supported by a single-academy trust,Bridge Multi-Academy Trust,-,,Not applicable,,10035798,Not applicable,Furze Platt Road,,,Maidenhead,Berkshire,SL6 7NQ,http://www.furzeplatt.com,1628625308,Ms,Tanya,White,94
138717,Durham,840,4175,Woodham Academy,Academy converter,Open,01/09/2012,,Secondary,11,16,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,None,Does not apply,Not applicable,Comprehensive (secondary),Supported by a single-academy trust,Bridge Multi-Academy Trust,-,,Not applicable,,10038631,Not applicable,Washington Crescent,,,Newton Aycliffe,County Durham,DL5 4AX,http://www.woodham.org.uk,1325300328,,Christine,Forsyth,56
138425,Birmingham,330,2058,The Shirestone Academy,Academy sponsor led,Open,01/11/2012,,Primary,3,11,No boarders,Has Nursery Classes,Not applicable,Mixed,Does not apply,None,Not applicable,Not applicable,Supported by a multi-academy trust,Bridge Multi-Academy Trust,Linked to a sponsor,The Elliot Foundation Academies Trust,Not applicable,,10038373,Not applicable,Shirestone Road,Tile Cross,,Birmingham,West Midlands,B33 0DH,http://www.shirestn.bham.sch.uk/,1216754686,Mr,Nadeem,Bashir,57
140101,Leicestershire,855,2326,Sileby Redlands Community Primary School,Academy converter,Open,01/09/2013,,Primary,4,11,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Supported by a multi-academy trust,Discovery Schools Academies Trust Ltd,-,,Not applicable,,10043040,Not applicable,King Street,Sileby,,Loughborough,Leicestershire,LE12 7LZ,http://www.redlands.org.uk,1509812376,Mr,Jonathan,Brown,1
140502,Birmingham,330,2453,Leigh Primary School,Academy converter,Open,01/01/2014,,Primary,3,11,No boarders,Has Nursery Classes,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Supported by a multi-academy trust,Discovery Schools Academies Trust Ltd,Linked to a sponsor,Leigh Junior Infant & Nursery School,Not applicable,,10044492,Not applicable,Leigh Road,Washwood Heath,,Birmingham,West Midlands,B8 2YH,www.leighji.bham.sch.uk/,1214642621,Mrs,Rehana,Yasmeen,91
139197,Hertfordshire,919,1106,Links Academy,Academy alternative provision converter,Open,01/02/2013,,Not applicable,5,16,No boarders,Not applicable,Not applicable,Mixed,Does not apply,None,Not applicable,Not applicable,Supported by a single-academy trust,Discovery Schools Academies Trust Ltd,-,,Not applicable,,10040055,Not applicable,1 Hixberry Lane,,,St Albans,Hertfordshire,AL4 0TZ,www.linksacademy.herts.sch.uk,1727836150,,David,Allen,55
141921,Northamptonshire,928,2220,Simon de Senlis Primary School,Academy converter,Open,01/04/2015,,Primary,4,11,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Supported by a multi-academy trust,Discovery Schools Academies Trust Ltd,Linked to a sponsor,Northampton Primary Academy Trust Partnership,Not applicable,,10049323,Not applicable,Hilldrop Road,East Hunsbury,,Northampton,Northamptonshire,NN4 0PH,www.simondesenlis.org,1604661011,,Tom,Rees,5
144136,Middlesbrough,806,2331,Pallister Park Primary School,Academy converter,Open,01/04/2017,,Primary,2,11,No boarders,Has Nursery Classes,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Supported by a multi-academy trust,Discovery Schools Academies Trust Ltd,-,,Not applicable,,10063035,Not applicable,Gribdale Road,Pallister Park,,Middlesbrough,,TS3 8PW,www.pallisterparkprimary.co.uk,1642242174,Mrs,C,Wain,13
144682,North Yorkshire,815,2042,Lealholm Primary School,Academy converter,Open,01/02/2018,,Primary,5,11,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Not supported by a trust,Discovery Schools Academies Trust Ltd,-,,Not applicable,,10065482,Not applicable,Lealholm,,,Whitby,North Yorkshire,YO21 2AQ,http://www.lealholm.n-yorks.sch.uk/,1947897401,Mrs,Helen,Ward,76
135965,Portsmouth,851,6905,Ark Charter Academy,Academy sponsor led,Open,01/09/2009,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,Church of England,None,Diocese of Portsmouth (ce),Comprehensive (secondary),Supported by a multi-academy trust,Discovery Schools Academies Trust Ltd,Linked to a sponsor,ARK Schools,Not applicable,,10027975,Not applicable,Hyde Park Road,,,Southsea,Hampshire,PO5 4HL,http://charteracademy.org.uk/,2392824204,Mr,Clive,Barnes,3
139020,Worcestershire,885,4009,Ipsley CE RSA Academy,Academy sponsor led,Open,01/01/2013,,Middle deemed secondary,9,13,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Church of England,None,Diocese of Worcester,Comprehensive (secondary),Supported by a multi-academy trust,Discovery Schools Academies Trust Ltd,Linked to a sponsor,RSA Academies,Not applicable,,10039861,Not applicable,Winyates Way,,Winyates,Redditch,,B98 0UB,http://www.ipsleyacademy.co.uk,1527525725,Ms,Nicola,Beech,74
139050,Bristol City of,801,2077,Bannerman Road Community Academy,Academy sponsor led,Open,01/01/2013,,Primary,3,11,No boarders,Has Nursery Classes,Does not have a sixth form,Mixed,Does not apply,None,Not applicable,Not applicable,Supported by a multi-academy trust,Discovery Schools Academies Trust Ltd,Linked to a sponsor,"Merchant Venturers, The Society of",Not applicable,,10039893,Not applicable,All Hallows Road,Easton,,Bristol,,BS5 0HR,http://www.bannermanroad.bristol.sch.uk/,1173772080,Ms,Lynsey,Prewett,100
141496,Norfolk,926,2061,Filby Primary School,Academy converter,Open,01/10/2014,,Primary,5,11,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Supported by a multi-academy trust,Discovery Schools Academies Trust Ltd,-,,Not applicable,,10047637,Not applicable,Thrigby Road,Filby,,Great Yarmouth,Norfolk,NR29 3HJ,www.filbyprisch-norfolk.co.uk,1493369241,Mr,R,Watson,41
136531,Surrey,936,4151,Weydon School,Academy converter,Open,01/04/2011,,Secondary,11,16,No boarders,Not applicable,Does not have a sixth form,Mixed,None,Does not apply,Not applicable,Comprehensive (secondary),Supported by a multi-academy trust,Discovery Schools Academies Trust Ltd,Linked to a sponsor,Weydon School,Not applicable,,10033295,Not applicable,Weydon Lane,,,Farnham,Surrey,GU9 8UG,http://www.weydonschool.surrey.sch.uk/,1252725052,Mrs,Jackie,Sharman,89
138997,Nottinghamshire,891,2008,Kingston Park Academy,Academy sponsor led,Open,01/12/2012,,Primary,3,11,,Has Nursery Classes,Does not have a sixth form,Mixed,Does not apply,None,Not applicable,Not applicable,Supported by a multi-academy trust,Delta Academies Trust,Linked to a sponsor,Delta Academies Trust,Not applicable,,10039577,Not applicable,Long Lane,Carlton-in-Lindrick,,Worksop,,S81 9AW,www.kingstonpa.org.uk/,1909730294,Mrs,Vicki,Pearson,89
137611,North East Lincolnshire,812,3300,Lisle Marsden Church of England Primary Academy,Academy converter,Open,01/11/2011,,Primary,4,11,No boarders,No Nursery Classes,Not applicable,Mixed,Church of England,Does not apply,Diocese of Lincoln,Not applicable,Supported by a single-academy trust,Delta Academies Trust,-,,Not applicable,,10035671,Not applicable,Lansdowne Avenue,,,Grimsby,North East Lincolnshire,DN32 0DF,http://www.lisle.ne-lincs.sch.uk/,1472311040,Mr,Daniel,Kinsey,33
142578,Doncaster,371,2006,Waverley Academy,Academy sponsor led,Open,01/04/2016,,Primary,3,11,No boarders,Has Nursery Classes,Does not have a sixth form,Mixed,Does not apply,,Not applicable,Not applicable,Supported by a multi-academy trust,Delta Academies Trust,Linked to a sponsor,Wakefield City Academies Trust,Not applicable,,10055388,,Douglas Road,Balby,,Doncaster,South Yorkshire,DN4 0UB,,1302853326,Mrs,Diane,Humphrey,19
144472,Gloucestershire,916,2037,Moat Primary School,Academy sponsor led,Open,01/06/2017,,Primary,4,11,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Does not apply,,Not applicable,Not applicable,Supported by a multi-academy trust,Delta Academies Trust,Linked to a sponsor,The Robinswood Academy Trust,Not applicable,,10063704,,Juniper Avenue,Matson,,Gloucester,Gloucestershire,GL4 6AP,,1452520502,Miss,Alison,Walker,52
136870,Lincolnshire,925,3508,Ermine Primary Academy,Academy converter,Open,01/07/2011,,Primary,3,11,No boarders,Has Nursery Classes,Not applicable,Mixed,None,Does not apply,Not applicable,Not applicable,Supported by a multi-academy trust,Delta Academies Trust,-,,Not applicable,,10034927,Not applicable,Redbourne Drive,,,Lincoln,Lincolnshire,LN2 2HG,www.lincolncastleacademy.co.uk/,1522781030,Mr,Andrew,Sale,14
143589,Essex,881,7065,Market Field School,Academy special converter,Open,01/12/2016,,Not applicable,5,19,No boarders,No Nursery Classes,Not applicable,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Supported by a multi-academy trust,Delta Academies Trust,-,,Not applicable,,10061938,Not applicable,School Road,Elmstead Market,,Colchester,Essex,CO7 7ET,www.marketfieldschool.com,1206825195,Mr,G R,Smith,15
138087,Bradford,380,4041,Belle Vue Girls' Academy,Academy converter,Open,01/04/2012,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Girls,Does not apply,Does not apply,Not applicable,Comprehensive (secondary),Supported by a multi-academy trust,Delta Academies Trust,-,,Not applicable,,10037038,Not applicable,Thorn Lane,Bingley Road,,Bradford,West Yorkshire,BD9 6NA,http://bellevuegirls.wix.com/,1274492341,Ms,Mary,Copeland,36
136285,Cumbria,909,2130,Seaton Academy,Academy converter,Open,01/09/2010,,Primary,3,7,No boarders,Has Nursery Classes,Not applicable,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Supported by a single-academy trust,Delta Academies Trust,-,,Not applicable,,10031377,Not applicable,High Seaton,,,Workington,Cumbria,CA14 1NP,http://www.seatonacademy.co.uk,190066982,Mrs,Christina Lesley,Banks,54
135666,Lincolnshire,925,6908,The Gainsborough Academy,Academy sponsor led,Open,01/09/2008,,Secondary,11,16,No boarders,Not applicable,Not applicable,Mixed,Does not apply,None,Not applicable,Comprehensive (secondary),Supported by a multi-academy trust,Delta Academies Trust,Linked to a sponsor,The Lincoln College Academy Trust,Not applicable,,10024188,Not applicable,Sweyn Lane,Off Corringham Road,,Gainsborough,Lincolnshire,DN21 1PB,http://www.thegainsboroughacademy.org.uk/,1427612411,Mrs,Anna,Leng,91
140687,Barking and Dagenham,301,2002,Dorothy Barley Junior Academy,Academy sponsor led,Open,01/06/2014,,Primary,7,11,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Does not apply,None,Not applicable,,Supported by a multi-academy trust,Delta Academies Trust,Linked to a sponsor,REAch2 Academy Trust,Not applicable,,10045428,Not applicable,Ivinghoe Road,,,Dagenham,Essex,RM8 2NB,www.dorothybarleyjunioracademy.co.uk/,2082704962,,Cathy,Leicester,70
138176,Darlington,841,2670,Mowden Junior School,Academy converter,Open,01/06/2012,,Primary,7,11,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Supported by a multi-academy trust,Delta Academies Trust,-,,Not applicable,,10037461,Not applicable,Conyers Avenue,,,Darlington,County Durham,DL3 9DE,http://www.mowdenfederation.co.uk,1325380820,Mr,Peter,King,100
142034,Cambridgeshire,873,2038,St Mary's Church of England Primary School St Neots,Academy sponsor led,Open,01/09/2015,,Primary,3,11,No boarders,Has Nursery Classes,Does not have a sixth form,Mixed,Church of England,None,Diocese of Ely,Not applicable,Supported by a multi-academy trust,Delta Academies Trust,Linked to a sponsor,Diocese of Ely,Not applicable,,10049647,Not applicable,Wintringham Road,,,St Neots,Cambridgeshire,PE19 1NX,,1480398048,,Ben,Hodson,64
140149,Stoke-on-Trent,861,4711,St Margaret Ward Catholic Academy,Academy converter,Open,01/09/2013,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Mixed,Roman Catholic,Does not apply,Archdiocese of Birmingham,Comprehensive (secondary),Supported by a multi-academy trust,Delta Academies Trust,Linked to a sponsor,The Newman Collegiate MAC (North Stoke),Not applicable,,10043065,Not applicable,Little Chell Lane,Tunstall,,Stoke-on-Trent,Staffordshire,ST6 6LZ,http://www.stmargaretward.co.uk/,1782883000,Mr,Christopher,Smith,38
139436,Kent,886,2023,Temple Ewell Church of England Primary School,Academy sponsor led,Open,01/02/2014,,Primary,4,11,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Church of England,None,Diocese of Canterbury,Not applicable,Supported by a multi-academy trust,Delta Academies Trust,Linked to a sponsor,The Diocese of Canterbury Academies Company Limited,Not applicable,,10041585,Not applicable,3-4 Brookside,Temple Ewell,,Dover,Kent,CT16 3DT,www.temple-ewell.kent.sch.uk/,1304822665,Ms,Jo,Hygate,42
142342,South Gloucestershire,803,2166,Callicroft Primary School,Academy converter,Open,01/10/2015,,Primary,4,11,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Supported by a multi-academy trust,Delta Academies Trust,Linked to a sponsor,The Olympus Academy Trust,Not applicable,,10054195,Not applicable,Rodway Road,Patchway,,Bristol,,BS34 5EG,http://callicroftprimary.co.uk,1454867195,Mr,Richard,Clark,86
138492,West Sussex,938,5200,Greenway Academy,Academy converter,Open,01/08/2012,,Primary,7,11,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,None,Does not apply,Not applicable,Not applicable,Supported by a multi-academy trust,Delta Academies Trust,-,,Not applicable,,10037887,Not applicable,Greenway,,,Horsham,West Sussex,RH12 2JS,www.greenwayacademy.co.uk/,1403252013,,Karen,White,61
143548,Shropshire,893,2008,Alveley Primary School,Academy sponsor led,Open,01/11/2016,,Primary,4,11,No boarders,Has Nursery Classes,Does not have a sixth form,Mixed,Does not apply,,Not applicable,Not applicable,Supported by a multi-academy trust,Delta Academies Trust,Linked to a sponsor,Bridgnorth Area Schools’ Trust,Not applicable,,10061624,,Daddlebrook Road,Alveley,,Bridgnorth,Shropshire,WV15 6JT,www.alveleyprimary.co.uk,1746780284,Mr,P,O'malley,15
145146,Nottingham,892,4009,Bluecoat Wollaton Academy,Academy converter,Open,01/10/2017,,Secondary,11,18,,No Nursery Classes,Has a sixth form,Mixed,Church of England,Does not apply,,,Supported by a multi-academy trust,Archway Learning Trust,Linked to a sponsor,Archway Learning Trust,Not applicable,,10065259,,Sutton Passeys Crescent,Wollaton Park,,Nottingham,Nottinghamshire,NG8 1EA,http://www.bluecoatwollaton.co.uk/,1159007210,,Stuart,Anderson,31
138098,Wolverhampton,336,4000,Moseley Park,Academy sponsor led,Open,01/06/2012,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Mixed,None,None,Not applicable,Comprehensive (secondary),Supported by a multi-academy trust,Archway Learning Trust,Linked to a sponsor,Central Learning Partnership Trust,Not applicable,,10037487,Not applicable,Holland Road,,,Bilston,West Midlands,WV14 6LU,http://www.moseleypark.org,1902553901,Mrs,Georgetta,Holloway,46
143868,Bexley,303,2083,Barrington Primary School,Academy converter,Open,01/01/2017,,Primary,4,11,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Supported by a multi-academy trust,Archway Learning Trust,-,,Not applicable,,10062298,Not applicable,Barrington Road,,,Bexleyheath,Kent,DA7 4UN,www.barrington.bexley.sch.uk/,2083040242,Mrs,Claire,Clark,99
144499,Walsall,335,2034,North Walsall Primary Academy,Academy sponsor led,Open,01/04/2016,,Primary,3,11,,Has Nursery Classes,Not applicable,Mixed,None,None,,,Supported by a multi-academy trust,Archway Learning Trust,Linked to a sponsor,Academy Transformation Trust,Not applicable,,10063163,,Derby Street,,,Walsall,West Midlands,WS2 7BH,www.nwpa.attrust.org.uk,1922720822,Mrs,L,Chambers-Wardman,33
140228,Central Bedfordshire,823,3306,Clifton All Saints Academy,Academy converter,Open,01/10/2013,,Primary,5,9,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Church of England,Does not apply,Diocese of St Albans,Not applicable,Supported by a single-academy trust,Archway Learning Trust,-,,Not applicable,,10043438,Not applicable,Church Street,Clifton,,Shefford,Bedfordshire,SG17 5ES,www.cliftonallsaintsacademy.co.uk/,1462628444,Headteacher,Carol,Ward,51
144385,Plymouth,879,2665,Drake Primary Academy,Academy converter,Open,01/04/2017,,Primary,4,11,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Supported by a multi-academy trust,Archway Learning Trust,-,,Not applicable,,10063152,Not applicable,1 Johnston Terrace Ope,Keyham,,Plymouth,Devon,PL2 2EN,www.drakeprimaryschool.co.uk/,1752567649,Mr,Joe,Roberts,10
138043,Staffordshire,860,2242,Bursley Academy,Academy converter,Open,01/04/2012,,Primary,3,11,No boarders,Has Nursery Classes,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Supported by a multi-academy trust,Archway Learning Trust,-,,Not applicable,,10036799,Not applicable,Bursley Way,Bradwell,,Newcastle,Staffordshire,ST5 8JQ,http://www.bursley.staffs.sch.uk,1782567740,Mr,John Brian,Wilkinson,6
142594,Walsall,335,4106,Pool Hayes Academy,Academy converter,Open,01/02/2016,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Mixed,None,Does not apply,Not applicable,Comprehensive (secondary),Supported by a multi-academy trust,Archway Learning Trust,Linked to a sponsor,Academy Transformation Trust,Not applicable,,10055379,Not applicable,Castle Drive,,,Willenhall,West Midlands,WV12 4QZ,www.poolhayes.attrust.org.uk,1902368147,,Luke,Baker,53
136845,Buckinghamshire,825,4065,Sir Henry Floyd Grammar School,Academy converter,Open,01/07/2011,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Selective (grammar),Supported by a multi-academy trust,Archway Learning Trust,Linked to a sponsor,Sir Henry Floyd Grammar School,Not applicable,,10034108,Not applicable,Oxford Road,,,Aylesbury,Buckinghamshire,HP21 8PE,www.sirhenryfloyd.bucks.sch.uk,1296424781,Mr,Stephen,Box,37
144131,Manchester,352,2079,Brookburn Community School,Academy converter,Open,01/04/2017,,Primary,3,11,No boarders,Has Nursery Classes,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Supported by a multi-academy trust,Archway Learning Trust,-,,Not applicable,,10063039,Not applicable,Brookburn Road,Chorlton-Cum-Hardy,,Manchester,,M21 8EH,www.brookburn.wordpress.com/,1618818880,Ms,Schelene,Ferris,20
141932,Norfolk,926,3063,West Raynham Church of England Primary Academy,Academy converter,Open,01/12/2015,,Primary,4,11,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Church of England,Does not apply,Diocese of Norwich,Not applicable,Supported by a multi-academy trust,Archway Learning Trust,Linked to a sponsor,The Diocese of Norwich Education and Academies Trust,Not applicable,,10053755,Not applicable,West Raynham,,,Fakenham,Norfolk,NR21 7HH,,1328838317,,Chris,Allen,33
145218,Staffordshire,860,2167,Rykneld Primary School,Academy converter,Open,01/11/2017,,Primary,5,11,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Supported by a multi-academy trust,Archway Learning Trust,Linked to a sponsor,John Taylor High School,Not applicable,,10065955,Not applicable,Main Street,Branston,,Burton-on-Trent,Staffordshire,DE14 3EX,www.rykneld.staffs.sch.uk/,1283247475,Mr,Gary,Staddon,94
137800,Kent,886,4527,Borden Grammar School,Academy converter,Open,01/01/2012,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Boys,None,Does not apply,Not applicable,Selective (grammar),Supported by a single-academy trust,Borden Grammar School Trust,-,,Not applicable,,10035796,Not applicable,Avenue of Remembrance,,,Sittingbourne,Kent,ME10 4DB,http://website.bordengrammar.kent.sch.uk/,1795424192,Mr,Jonathan,Hopkins,19
